Size,Time(microseconds)
26200,5024
26300,5099
26400,5106
26500,5040
26600,5165
26700,5149
26800,5182
26900,5221
27000,5192
27100,5252
27200,5258
27300,5179
27400,5211
27500,5210
27600,5212
27700,5417
27800,5377
27900,5396
28000,5410
28100,5373
28200,5519
28300,5445
28400,5499
28500,5527
28600,5546
28700,5563
28800,5503
28900,5488
29000,5544
29100,5501
29200,5667
29300,5611
29400,5741
29500,5696
29600,5715
29700,5719
29800,5993
29900,5658
30000,5665
30100,5694
30200,5916
30300,5845
30400,5978
30500,7549
30600,6828
30700,6909
30800,5859
30900,6027
31000,6082
31100,6319
31200,6167
31300,6406
31400,6396
31500,6471
31600,6569
31700,6627
31800,6519
31900,6763
32000,6717
32100,6679
32200,6613
32300,7107
32400,6656
32500,6855
32600,6879
32700,6855
32800,7052
32900,7154
33000,6919
33100,6948
33200,6966
33300,7009
33400,7049
33500,7047
33600,6989
33700,6902
33800,6960
33900,7207
34000,7160
34100,8943
34200,11526
34300,7034
34400,7316
34500,7208
34600,7079
34700,7466
34800,7117
34900,7136
35000,7180
35100,7268
35200,7528
35300,9947
35400,7445
35500,8123
35600,7667
35700,7506
35800,7516
35900,8447
36000,7591
36100,7667
36200,7619
36300,7474
36400,7496
36500,7642
36600,7584
36700,7997
36800,7736
36900,7715
37000,7777
37100,8026
37200,7820
37300,7822
37400,7864
37500,7884
37600,7864
37700,7713
37800,7949
37900,7962
38000,8209
38100,8022
38200,7975
38300,7999
38400,8013
38500,8068
38600,8062
38700,8169
38800,8169
38900,8174
39000,8233
39100,8157
39200,8053
39300,8077
39400,8252
39500,8255
39600,8378
39700,8134
39800,8216
39900,8282
40000,8508
40100,8467
40200,8467
40300,8444
40400,8486
40500,8544
40600,8645
40700,8495
40800,8516
40900,8399
41000,8446
41100,8593
41200,8663
41300,8636
41400,8790
41500,8660
41600,8758
41700,8781
41800,8773
41900,8854
42000,8839
42100,8826
42200,8948
42300,8833
42400,9000
42500,8812
42600,8749
42700,9059
42800,9105
42900,9092
43000,8956
43100,9024
43200,9064
43300,9155
43400,9086
43500,9163
43600,9165
43700,9090
43800,9211
43900,9237
44000,9255
44100,9295
44200,9262
44300,9305
44400,9292
44500,9330
44600,9506
44700,9432
44800,9518
44900,9523
45000,9584
45100,12681
45200,9318
45300,9279
45400,9400
45500,9431
45600,9388
45700,9440
45800,9425
45900,9599
46000,9678
46100,9664
46200,9916
46300,9840
46400,9710
46500,9902
46600,9756
46700,9829
46800,10316
46900,9867
47000,9841
47100,9978
47200,9903
47300,11041
47400,9895
47500,10024
47600,9994
47700,10033
47800,10195
47900,10204
48000,9908
48100,9947
48200,9949
48300,10168
48400,10216
48500,10322
48600,9975
48700,10133
48800,10414
48900,10446
49000,10057
49100,10106
49200,10422
49300,10334
49400,10264
49500,10339
49600,10283
49700,10583
49800,10606
49900,10715
50000,10602
50100,10656
50200,10555
50300,10750
50400,10639
50500,10637
50600,10653
50700,10641
50800,10640
50900,10699
51000,11759
51100,10860
51200,10670
51300,10783
51400,10865
51500,10880
51600,10863
51700,10980
51800,10965
51900,11021
52000,11017
52100,10979
52200,10747
52300,10878
52400,10776
52500,11013
52600,11207
52700,11064
52800,11124
52900,11232
53000,11151
53100,11178
53200,11180
53300,12041
53400,12206
53500,11216
53600,11576
53700,11352
53800,11265
53900,11415
54000,11459
54100,11224
54200,11521
54300,11467
54400,11610
54500,11608
54600,11576
54700,11568
54800,11622
54900,11575
55000,11590
55100,11672
55200,11658
55300,11802
55400,11716
55500,11770
55600,11864
55700,11917
55800,11783
55900,11821
56000,11940
56100,11792
56200,11820
56300,11998
56400,12032
56500,12025
56600,11717
56700,12095
56800,12050
56900,12132
57000,11924
57100,11860
57200,11862
57300,12116
57400,12206
57500,12039
57600,12112
57700,12209
57800,12278
57900,12240
58000,12285
58100,12375
58200,12374
58300,12392
58400,12342
58500,12428
58600,12362
58700,12508
58800,12485
58900,12556
59000,12550
59100,12183
59200,12367
59300,12507
59400,12811
59500,12376
59600,12339
59700,12331
59800,12689
59900,12643
60000,12791
60100,12841
60200,12919
60300,12782
60400,12836
60500,12775
60600,12924
60700,12850
60800,12946
60900,12954
61000,13047
61100,12901
61200,12975
61300,12936
61400,12951
61500,13013
61600,13213
61700,13141
61800,13220
61900,13295
62000,13515
62100,13586
62200,13537
62300,13507
62400,13788
62500,13936
62600,13903
62700,13913
62800,14198
62900,13827
63000,14113
63100,14181
63200,14322
63300,14321
63400,14673
63500,14452
63600,14502
63700,14580
63800,14486
63900,14700
64000,14658
64100,14576
64200,14883
64300,14767
64400,14790
64500,14449
64600,14552
64700,14797
64800,14781
64900,14872
65000,14804
65100,14907
65200,14856
65300,15006
65400,14843
65500,14639
65600,14989
65700,15023
65800,15010
65900,15095
66000,15545
66100,15244
66200,15071
66300,15132
66400,15220
66500,15260
66600,15390
66700,15226
66800,15242
66900,15215
67000,15508
67100,15370
67200,15527
67300,15291
67400,15351
67500,15110
67600,15592
67700,15533
67800,15545
67900,15677
68000,15559
68100,15539
68200,15741
68300,15682
68400,15564
68500,15579
68600,15555
68700,16553
68800,15606
68900,15389
69000,15754
69100,15732
69200,16965
69300,15775
69400,15704
69500,15901
69600,15831
69700,15803
69800,15853
69900,15857
70000,15867
70100,16085
70200,15580
70300,15786
70400,15962
70500,16052
70600,16155
70700,16134
70800,16188
70900,16035
71000,16082
71100,16005
71200,15819
71300,16249
71400,16172
71500,16358
71600,16162
71700,15994
71800,16421
71900,16282
72000,16188
72100,16298
72200,16380
72300,16407
72400,16448
72500,16399
72600,16334
72700,16504
72800,16515
72900,16649
73000,16658
73100,16472
73200,16601
73300,16676
73400,16574
73500,16756
73600,16645
73700,16685
73800,16713
73900,16879
74000,16796
74100,16834
74200,16821
74300,16811
74400,16772
74500,16824
74600,16905
74700,16843
74800,16956
74900,16997
75000,16827
75100,17010
75200,16961
75300,16923
75400,17033
75500,16990
75600,17050
75700,16861
75800,17125
75900,17066
76000,17240
76100,17105
76200,17153
76300,17296
76400,17128
76500,17295
76600,17164
76700,17203
76800,17486
76900,17346
77000,17322
77100,17414
77200,17490
77300,17468
77400,17345
77500,17495
77600,17433
77700,17440
77800,17514
77900,17510
78000,17581
78100,17643
78200,17655
78300,17609
78400,17654
78500,17615
78600,17766
78700,17795
78800,17807
78900,17929
79000,17788
79100,17960
79200,17886
79300,18030
79400,17845
79500,18011
79600,18090
79700,17915
79800,18212
79900,18048
80000,17817
80100,17814
80200,18029
80300,18082
80400,18139
80500,18072
80600,18195
80700,18155
80800,18199
80900,18334
81000,18243
81100,18312
81200,18320
81300,18510
81400,18759
81500,18595
81600,18702
81700,18173
81800,18554
81900,18595
82000,18469
82100,18432
82200,18412
82300,18492
82400,18525
82500,18533
82600,18622
82700,18749
82800,18695
82900,18717
83000,18733
83100,18795
83200,18748
83300,18714
83400,18816
83500,18790
83600,18901
83700,18712
83800,18697
83900,18999
84000,18965
84100,19017
84200,19012
84300,18959
84400,18999
84500,19040
84600,19147
84700,19117
84800,18988
84900,19320
85000,19119
85100,19194
85200,19047
85300,18999
85400,19377
85500,19222
85600,19613
85700,19388
85800,19307
85900,19082
86000,19223
86100,19388
86200,19487
86300,19519
86400,19563
86500,19507
86600,19509
86700,19545
86800,19422
86900,20001
87000,19554
87100,19703
87200,19742
87300,20059
87400,19721
87500,19744
87600,19672
87700,19806
87800,19836
87900,19620
88000,19857
88100,19923
88200,19832
88300,20083
88400,19955
88500,19969
88600,20119
88700,19949
88800,20056
88900,20214
89000,20253
89100,20184
89200,20116
89300,20430
89400,20230
89500,20384
89600,20175
89700,20502
89800,20520
89900,20117
90000,20138
90100,20465
90200,20495
90300,20404
90400,20301
90500,20703
90600,20459
90700,20507
90800,20549
90900,21066
91000,20618
91100,20771
91200,20564
91300,21135
91400,20623
91500,20538
91600,20765
91700,20732
91800,21522
91900,20833
92000,21148
92100,20979
92200,20766
92300,21056
92400,20812
92500,20808
92600,20790
92700,21321
92800,21275
92900,20933
93000,20904
93100,21234
93200,21084
93300,21229
93400,21034
93500,20979
93600,20988
93700,21294
93800,21217
93900,21130
94000,21202
94100,21457
94200,21216
94300,21271
94400,21056
94500,21479
94600,21680
94700,21323
94800,21234
94900,21696
95000,21469
95100,21560
95200,21545
95300,21613
95400,21521
95500,21718
95600,21705
95700,21768
95800,21784
95900,21842
96000,21788
96100,21704
96200,22016
96300,21598
96400,21743
96500,22062
96600,22065
96700,21944
96800,21968
96900,21955
97000,22050
97100,21908
97200,21925
97300,21895
97400,21644
97500,21761
97600,21905
97700,21922
97800,22261
97900,21842
98000,22066
98100,22035
98200,22246
98300,22300
98400,22270
98500,22252
98600,22285
98700,22487
98800,22233
98900,22339
99000,22484
99100,22434
99200,22514
99300,22443
99400,22608
99500,22632
99600,22592
99700,22540
99800,22331
99900,22620
100000,22634
