Size,Time(microseconds)
31200,6893
31300,6773
31400,6812
31500,6912
31600,6979
31700,7043
31800,7035
31900,7128
32000,7199
32100,7213
32200,7260
32300,7418
32400,7448
32500,7513
32600,7581
32700,7394
32800,7438
32900,7435
33000,7500
33100,7376
33200,7498
33300,7572
33400,7602
33500,7739
33600,7783
33700,7794
33800,7828
33900,7863
34000,7832
34100,7889
34200,7942
34300,7957
34400,8022
34500,8044
34600,8035
34700,8048
34800,8043
34900,8071
35000,7905
35100,8036
35200,8216
35300,8035
35400,8089
35500,8209
35600,8274
35700,8322
35800,8330
35900,8262
36000,8226
36100,8226
36200,8394
36300,8414
36400,8458
36500,8420
36600,8437
36700,8532
36800,8480
36900,8860
37000,8557
37100,8577
37200,8591
37300,8620
37400,8622
37500,8752
37600,8671
37700,8687
37800,8746
37900,8756
38000,8792
38100,8784
38200,8896
38300,8826
38400,8705
38500,8700
38600,8864
38700,8875
38800,8904
38900,9044
39000,9020
39100,9094
39200,9180
39300,9077
39400,9094
39500,9127
39600,9116
39700,9184
39800,9305
39900,9182
40000,9244
40100,9257
40200,9259
40300,9287
40400,9332
40500,9292
40600,9325
40700,9356
40800,9372
40900,9518
41000,9408
41100,9422
41200,9503
41300,9581
41400,9534
41500,9535
41600,9569
41700,9676
41800,9612
41900,9634
42000,9721
42100,9726
42200,9723
42300,9736
42400,9857
42500,9775
42600,9809
42700,9788
42800,9809
42900,9837
43000,9960
43100,9865
43200,9903
43300,9977
43400,10057
43500,9979
43600,9983
43700,10016
43800,10048
43900,9956
44000,10201
44100,10148
44200,10151
44300,10172
44400,10173
44500,10243
44600,10371
44700,10435
44800,10181
44900,10360
45000,10562
45100,10351
45200,10396
45300,10487
45400,10559
45500,10473
45600,10505
45700,10490
45800,10540
45900,10665
46000,10669
46100,10766
46200,10672
46300,10641
46400,10760
46500,10850
46600,10894
46700,10809
46800,10874
46900,11038
47000,10947
47100,10928
47200,10942
47300,10996
47400,11021
47500,10995
47600,11074
47700,11120
47800,11026
47900,11096
48000,11222
48100,11145
48200,10998
48300,11488
48400,11379
48500,11159
48600,11298
48700,11409
48800,11268
48900,11105
49000,11346
49100,11041
49200,11183
49300,11274
49400,11460
49500,11406
49600,11438
49700,11538
49800,11457
49900,11544
50000,11564
50100,11589
50200,11572
50300,11523
50400,11540
50500,11520
50600,11667
50700,11680
50800,11975
50900,11711
51000,11760
51100,11782
51200,11789
51300,11825
51400,11855
51500,11936
51600,11938
51700,11939
51800,11993
51900,11960
52000,12019
52100,12030
52200,12171
52300,12064
52400,11985
52500,12117
52600,12051
52700,12061
52800,12114
52900,12134
53000,12192
53100,12043
53200,12325
53300,12131
53400,12282
53500,12271
53600,11990
53700,12198
53800,12405
53900,12290
54000,12373
54100,12275
54200,12066
54300,12188
54400,12129
54500,12329
54600,12572
54700,12556
54800,12662
54900,12638
55000,12639
55100,12665
55200,12613
55300,12798
55400,12727
55500,12649
55600,12805
55700,12763
55800,12881
55900,12937
56000,12899
56100,12956
56200,12944
56300,12906
56400,12948
56500,13134
56600,12907
56700,13149
56800,13033
56900,13041
57000,13263
57100,13058
57200,13113
57300,13317
57400,13263
57500,13458
57600,13250
57700,13273
57800,13207
57900,13429
58000,13393
58100,13374
58200,13378
58300,13388
58400,13396
58500,13588
58600,13468
58700,13524
58800,13552
58900,13613
59000,13567
59100,13491
59200,13538
59300,13740
59400,13691
59500,13748
59600,13788
59700,13752
59800,13728
59900,13814
60000,13883
60100,13755
60200,13836
60300,13882
60400,13827
60500,14026
60600,14057
60700,13982
60800,13993
60900,14106
61000,14100
61100,13939
61200,13980
61300,13847
61400,13895
61500,14125
61600,14129
61700,14146
61800,14282
61900,14375
62000,14452
62100,14664
62200,14587
62300,14705
62400,14713
62500,14796
62600,14852
62700,14906
62800,14972
62900,15057
63000,15098
63100,15162
63200,15173
63300,15297
63400,15306
63500,15308
63600,15432
63700,15214
63800,15436
63900,15831
64000,15390
64100,15857
64200,15893
64300,15826
64400,15930
64500,15965
64600,16023
64700,16077
64800,16076
64900,16147
65000,15895
65100,16131
65200,16250
65300,16360
65400,16667
65500,16463
65600,16436
65700,16609
65800,16542
65900,16604
66000,16806
66100,16543
66200,16315
66300,16271
66400,16370
66500,16471
66600,16641
66700,16518
66800,16440
66900,16620
67000,16450
67100,16554
67200,16738
67300,16666
67400,16618
67500,16666
67600,16621
67700,16681
67800,16905
67900,16782
68000,16682
68100,16861
68200,16767
68300,16921
68400,16870
68500,16834
68600,16832
68700,16992
68800,16880
68900,17176
69000,16994
69100,17045
69200,16966
69300,17125
69400,17091
69500,17075
69600,17148
69700,17072
69800,17182
69900,17123
70000,17178
70100,17246
70200,17586
70300,17221
70400,17296
70500,17410
70600,17345
70700,17443
70800,17447
70900,17468
71000,17528
71100,17521
71200,17604
71300,17533
71400,17584
71500,17585
71600,17683
71700,17725
71800,17611
71900,17739
72000,17669
72100,17737
72200,17736
72300,17839
72400,17773
72500,17770
72600,17926
72700,17903
72800,17886
72900,18011
73000,17996
73100,18014
73200,17936
73300,17956
73400,18013
73500,18073
73600,18125
73700,18151
73800,18135
73900,18195
74000,18295
74100,18170
74200,18240
74300,18198
74400,18268
74500,18295
74600,18277
74700,18622
74800,18350
74900,18435
75000,18357
75100,18332
75200,18449
75300,18701
75400,18479
75500,18579
75600,18426
75700,18566
75800,18891
75900,19269
76000,18715
76100,18587
76200,18691
76300,18683
76400,18742
76500,19101
76600,18755
76700,18738
76800,18867
76900,18795
77000,18782
77100,18799
77200,19028
77300,18877
77400,19035
77500,18970
77600,18906
77700,18983
77800,18997
77900,19117
78000,19135
78100,19033
78200,19092
78300,19189
78400,19404
78500,18947
78600,19077
78700,19093
78800,19352
78900,19372
79000,19510
79100,19490
79200,19321
79300,19537
79400,19521
79500,19577
79600,19572
79700,19553
79800,19584
79900,19574
80000,19609
80100,19561
80200,19622
80300,19627
80400,19725
80500,19793
80600,19764
80700,19706
80800,19741
80900,19721
81000,19782
81100,19768
81200,19782
81300,19816
81400,19918
81500,19952
81600,19846
81700,19964
81800,19879
81900,20007
82000,19893
82100,20335
82200,20202
82300,20179
82400,20098
82500,20112
82600,20326
82700,20204
82800,20238
82900,20274
83000,20478
83100,20302
83200,20345
83300,20320
83400,20364
83500,20455
83600,20343
83700,20462
83800,20489
83900,20517
84000,20557
84100,20623
84200,20532
84300,20484
84400,20706
84500,20675
84600,20654
84700,20690
84800,20593
84900,20710
85000,20776
85100,20818
85200,20868
85300,20745
85400,20734
85500,20725
85600,20887
85700,20863
85800,20870
85900,20913
86000,21023
86100,20861
86200,20949
86300,21029
86400,21049
86500,21525
86600,21128
86700,21196
86800,21247
86900,21208
87000,21177
87100,21118
87200,21245
87300,21223
87400,21492
87500,21237
87600,21393
87700,21370
87800,21495
87900,21562
88000,21357
88100,21509
88200,21549
88300,21536
88400,21494
88500,21623
88600,21561
88700,21803
88800,21698
88900,21689
89000,21657
89100,21750
89200,21768
89300,21820
89400,21845
89500,21818
89600,21887
89700,21776
89800,21822
89900,21794
90000,21934
90100,21835
90200,21978
90300,21879
90400,21976
90500,21914
90600,21932
90700,22081
90800,22098
90900,22146
91000,22008
91100,22256
91200,22319
91300,22180
91400,22280
91500,22233
91600,22268
91700,22245
91800,22352
91900,22231
92000,22353
92100,22265
92200,22429
92300,22441
92400,22366
92500,22908
92600,22457
92700,22492
92800,22509
92900,32379
93000,32986
93100,32004
93200,32270
93300,34759
93400,22735
93500,22647
93600,23276
93700,22739
93800,22912
93900,22804
94000,23600
94100,37012
94200,40411
94300,29519
94400,22962
94500,23051
94600,23029
94700,23056
94800,23841
94900,23987
95000,23177
95100,23192
95200,23371
95300,23969
95400,23701
95500,23467
95600,23426
95700,23464
95800,23481
95900,23416
96000,23429
96100,23369
96200,23675
96300,23511
96400,23653
96500,23578
96600,23586
96700,25147
96800,23455
96900,23246
97000,23486
97100,23475
97200,23465
97300,23285
97400,23319
97500,23528
97600,23444
97700,23598
97800,23463
97900,23693
98000,23580
98100,23755
98200,23936
98300,23547
98400,23920
98500,23952
98600,23963
98700,24210
98800,23953
98900,24031
99000,24157
99100,24292
99200,24137
99300,24114
99400,24334
99500,24242
99600,24239
99700,24235
99800,24390
99900,24389
100000,24351
