Size,Time(microseconds)
48400,14802
48500,15051
48600,15093
48700,15046
48800,15279
48900,15301
49000,15235
49100,15177
49200,15365
49300,15290
49400,15363
49500,15366
49600,15412
49700,15187
49800,15438
49900,15596
50000,15527
50100,15602
50200,15638
50300,15696
50400,15806
50500,16166
50600,15885
50700,15909
50800,15815
50900,15853
51000,15945
51100,15912
51200,16008
51300,15974
51400,16040
51500,16172
51600,15869
51700,16149
51800,16055
51900,16244
52000,16517
52100,16313
52200,16321
52300,16281
52400,16547
52500,16389
52600,16504
52700,23751
52800,16500
52900,16617
53000,16777
53100,16670
53200,16565
53300,16755
53400,16804
53500,16927
53600,16727
53700,16627
53800,17237
53900,17104
54000,16847
54100,17254
54200,17037
54300,17287
54400,16963
54500,17043
54600,17222
54700,17151
54800,17227
54900,17479
55000,17322
55100,17360
55200,17388
55300,17398
55400,17144
55500,17528
55600,17635
55700,17602
55800,17588
55900,17545
56000,17587
56100,17584
56200,17878
56300,17523
56400,17771
56500,17780
56600,17964
56700,17732
56800,17854
56900,18218
57000,17989
57100,17932
57200,18393
57300,19065
57400,19749
57500,17965
57600,18224
57700,18208
57800,17950
57900,18442
58000,18424
58100,18433
58200,18432
58300,18376
58400,18513
58500,18698
58600,18568
58700,18614
58800,18598
58900,18400
59000,18491
59100,18432
59200,18472
59300,18866
59400,18918
59500,19385
59600,18834
59700,18578
59800,19196
59900,19107
60000,19235
60100,19182
60200,19035
60300,19083
60400,19317
60500,18956
60600,18975
60700,19017
60800,19178
60900,19438
61000,19744
61100,19536
61200,19418
61300,19385
61400,19275
61500,19524
61600,19518
61700,19739
61800,19710
61900,19728
62000,19886
62100,19910
62200,19973
62300,19812
62400,20036
62500,20256
62600,19973
62700,20242
62800,20212
62900,20196
63000,20401
63100,20035
63200,20380
63300,20331
63400,20391
63500,20397
63600,20219
63700,20481
63800,20596
63900,20638
64000,20308
64100,20672
64200,20681
64300,20769
64400,20770
64500,20740
64600,20800
64700,20927
64800,21053
64900,20872
65000,21007
65100,21163
65200,20966
65300,21026
65400,21134
65500,21090
65600,21020
65700,21178
65800,20967
65900,21136
66000,21381
66100,21322
66200,21541
66300,21396
66400,21409
66500,21881
66600,21408
66700,21321
66800,21435
66900,21380
67000,21622
67100,21374
67200,21450
67300,21310
67400,21569
67500,21482
67600,22850
67700,21798
67800,21668
67900,22058
68000,21840
68100,21732
68200,21818
68300,21758
68400,21698
68500,21642
68600,22165
68700,21939
68800,21963
68900,21999
69000,22137
69100,22262
69200,21932
69300,22174
69400,22173
69500,22187
69600,22014
69700,22436
69800,22407
69900,22387
70000,22222
70100,22131
70200,22413
70300,22494
70400,22359
70500,22422
70600,22610
70700,22769
70800,22720
70900,22756
71000,22773
71100,23097
71200,22851
71300,22721
71400,22785
71500,22806
71600,22977
71700,23016
71800,23626
71900,22891
72000,23082
72100,23144
72200,23158
72300,23123
72400,23369
72500,23393
72600,23358
72700,23416
72800,23328
72900,23401
73000,23416
73100,23468
73200,23644
73300,23495
73400,23565
73500,23508
73600,23540
73700,23591
73800,23561
73900,23798
74000,23675
74100,23916
74200,23795
74300,23910
74400,23888
74500,23745
74600,23935
74700,23850
74800,23930
74900,23952
75000,24057
75100,24161
75200,24117
75300,24167
75400,24436
75500,24192
75600,24266
75700,24278
75800,24800
75900,24314
76000,24227
76100,24301
76200,24445
76300,24711
76400,24379
76500,24644
76600,24621
76700,24553
76800,24737
76900,24477
77000,24816
77100,24901
77200,24792
77300,24846
77400,25682
77500,25271
77600,24946
77700,24923
77800,24950
77900,25084
78000,25137
78100,25138
78200,25071
78300,25200
78400,25317
78500,25235
78600,25108
78700,25205
78800,25164
78900,25237
79000,25439
79100,25501
79200,25418
79300,25503
79400,25654
79500,25826
79600,25751
79700,25585
79800,25718
79900,26627
80000,25756
80100,25806
80200,25878
80300,25871
80400,25887
80500,25728
80600,26152
80700,26031
80800,26074
80900,26175
81000,26100
81100,26229
81200,26203
81300,26776
81400,26401
81500,26333
81600,26416
81700,26500
81800,26320
81900,26336
82000,26516
82100,26644
82200,26661
82300,26572
82400,26567
82500,26771
82600,26662
82700,26647
82800,26852
82900,26679
83000,27017
83100,26788
83200,27489
83300,26976
83400,26820
83500,26856
83600,26974
83700,27024
83800,27045
83900,27069
84000,27153
84100,27238
84200,27149
84300,27270
84400,27702
84500,27395
84600,27371
84700,27741
84800,27476
84900,27489
85000,27551
85100,28297
85200,28113
85300,28080
85400,28459
85500,27587
85600,27356
85700,27782
85800,27722
85900,27625
86000,27807
86100,27811
86200,27538
86300,27831
86400,28078
86500,27955
86600,28047
86700,28102
86800,28011
86900,28001
87000,28064
87100,28749
87200,28314
87300,28568
87400,28297
87500,28263
87600,28700
87700,28429
87800,28420
87900,28688
88000,28352
88100,28576
88200,28328
88300,28690
88400,28675
88500,29623
88600,28726
88700,28787
88800,28847
88900,28892
89000,28643
89100,29017
89200,29451
89300,28984
89400,29017
89500,29277
89600,29534
89700,29125
89800,29244
89900,29257
90000,29155
90100,29247
90200,29314
90300,29282
90400,29620
90500,29476
90600,32455
90700,29387
90800,29445
90900,30289
91000,29614
91100,29601
91200,29999
91300,29756
91400,29667
91500,29801
91600,29773
91700,29817
91800,29788
91900,29856
92000,30088
92100,29469
92200,32895
92300,33293
92400,29669
92500,29742
92600,30030
92700,29961
92800,30126
92900,30527
93000,30201
93100,30274
93200,30330
93300,30324
93400,30313
93500,30592
93600,30443
93700,30407
93800,30460
93900,30446
94000,30884
94100,30767
94200,30632
94300,30678
94400,30622
94500,30780
94600,31040
94700,31385
94800,30819
94900,30884
95000,31039
95100,30973
95200,31044
95300,31065
95400,31073
95500,31111
95600,31276
95700,31138
95800,31370
95900,31258
96000,31273
96100,31271
96200,32054
96300,31172
96400,30807
96500,31731
96600,31455
96700,31246
96800,31201
96900,31864
97000,31744
97100,31645
97200,31611
97300,31647
97400,31899
97500,31774
97600,31595
97700,31930
97800,31914
97900,31963
98000,31659
98100,32327
98200,32247
98300,32113
98400,32154
98500,32149
98600,32250
98700,32428
98800,32750
98900,32545
99000,32465
99100,32611
99200,32443
99300,32417
99400,32535
99500,32475
99600,32630
99700,32511
99800,32559
99900,32729
100000,32715
